HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode
2,8,2014,1,,-17.0,-17.0,-17.0,-17.5,-17.5,,,24,sec,-17.0,-17.0
142,8,2014,14,2.5,2.0,2.5,2.0,,2.5,2.0,2.0,7,sec,2.0,2.0
245,8,2014,5,-8.0,-8.5,-7.5,-8.5,-8.0,-8.0,-8.0,-8.5,7,sec,-8.0,-8.0
344,8,2014,10,-10.5,-10.0,-10.0,-10.5,-10.5,-10.0,-10.0,-10.0,7,sec,-10.0,-10.0
2641,8,2014,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21,big-12,0.0,0.0
2,23,2014,2,,,-33.5,,,,,,46,sec,-33.5,-33.5
21,23,2014,14,-14.0,-14.5,-14.5,-14.0,,-14.0,-14.0,-14.0,31,mwc,-14.0,-14.0
135,23,2014,4,-8.0,-7.5,-7.5,-7.5,-8.5,-7.0,-7.5,-7.5,17,big-ten,-7.5,-7.5
328,23,2014,13,-14.5,-14.5,-14.5,-14.5,,-14.5,-14.5,,34,mwc,-14.5,-14.5
2426,23,2014,9,-8.5,-8.5,-8.5,-8.0,-9.0,-8.5,-8.5,-8.5,10,independent,-8.5,-8.5
2751,23,2014,8,3.0,3.5,3.5,3.0,3.0,3.5,3.5,3.0,-7,mwc,3.25,3.0
2,99,2014,6,-7.5,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-7.0,34,sec,-7.0,-7.0
57,99,2014,7,2.5,2.0,2.5,2.0,1.0,3.0,2.0,2.0,-3,sec,2.0,2.0
2,245,2014,11,,-23.5,-23.5,-22.0,,-23.5,,,-3,sec,-23.5,-23.5
333,245,2014,8,-12.5,-11.0,-11.5,-12.0,-12.5,-11.5,-12.0,-11.5,59,sec,-11.75,-11.5
344,245,2014,6,-3.0,-2.5,-3.0,-2.5,-3.0,-3.0,-2.5,-3.0,17,sec,-3.0,-3.0
2567,245,2014,4,,,34.0,,,,,,-52,american,34.0,34.0
2579,245,2014,1,-10.0,-9.5,-9.0,-10.0,-10.0,-9.0,-9.5,-9.0,-24,sec,-9.5,-10.0
2,2348,2014,5,,,-32.0,,,,,,28,sec,-32.0,-32.0
5,2348,2014,11,4.5,5.5,5.5,4.5,,5.5,5.0,5.0,-16,cusa,5.0,5.5
201,2348,2014,1,,,-34.0,,,,,,32,big-12,-34.0,-34.0
249,2348,2014,3,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-21,cusa,-3.0,-3.0
276,2348,2014,15,-9.5,-8.0,-9.0,-9.5,,-9.0,-9.0,-8.5,3,cusa,-9.0,-9.0
295,2348,2014,13,12.0,13.0,13.5,13.0,13.0,14.0,13.0,13.0,3,cusa,13.0,13.0
309,2348,2014,2,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,,-28,sun-belt,-16.0,-16.0
2572,2348,2014,9,7.5,8.0,7.5,7.5,9.5,7.5,7.5,7.5,-11,cusa,7.5,7.5
2,2579,2014,9,,-18.5,-18.0,-18.5,-18.0,-18.0,,,7,sec,-18.0,-18.0
57,2579,2014,12,-6.5,-6.5,-7.0,-6.5,-6.5,-6.5,-6.5,-6.0,-3,sec,-6.5,-6.5
96,2579,2014,6,4.0,4.0,4.5,4.5,4.0,4.0,4.0,4.5,7,sec,4.0,4.0
228,2579,2014,14,-4.5,-4.5,-4.5,-6.0,-5.0,-4.5,-4.0,-4.5,18,acc,-4.5,-4.5
238,2579,2014,4,,21.5,21.5,21.5,,21.5,,,-14,sec,21.5,21.5
