HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,Spread_Med,Spread_Mode
142,8,2016,13,8,8,8,8,8,7.5,8,8,4,sec,8,8
245,99,2016,13,7,6.5,7,6.5,6.5,6.5,7,6.5,-15,sec,6.5,6.5
309,2032,2016,13,5.5,6,6,5,6,6,6,6,5,sun-belt,6,6
326,2653,2016,13,NA,28.5,28.5,NA,NA,28.5,28.5,NA,-33,sun-belt,28.5,28.5
2572,2348,2016,13,15,14.5,15,15.5,15,15.5,15,NA,15,cusa,15,15
12,9,2016,13,1,1,1.5,1,2,1.5,1.5,1,21,pac-12,1.25,1
278,23,2016,13,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-2,mwc,3.5,3.5
204,2483,2016,13,2.5,2.5,2.5,2.5,2,2.5,2.5,3,10,pac-12,2.5,2.5
30,87,2016,13,-17.5,-17.5,-17,-17.5,-17.5,-17,-17,NA,18,pac-12,-17.5,-17.5
221,183,2016,13,NA,-26,-26,-24.5,NA,-26,-26,NA,15,acc,-26,-26
259,258,2016,13,NA,-19,-19.5,-19.5,-19,-19.5,-19.5,NA,42,acc,-19.5,-19.5
58,2116,2016,13,-12.5,-11.5,-12.5,-11.5,-12.5,-12.5,-12.5,-11.5,17,american,-12.5,-12.5
202,2132,2016,13,NA,-23,-22,-21.5,NA,-23,-22,NA,3,american,-22,-23
41,2655,2016,13,NA,1.5,1,1.5,2.5,1.5,1,1.5,-25,american,1.5,1.5
154,103,2016,13,-3,-3,-3,-3,-3,-3,-3,-3,-3,acc,-3,-3
97,96,2016,13,-12.25,-28,-28.5,-28,-12.25,-29,-28.5,-8,-3,acc,-28.5,-28.5
2638,249,2016,13,4,4,4,4,3.5,4,4,4,28,cusa,4,4
2567,2426,2016,13,7,7,7.5,7,7,7.5,7.5,7,-44,american,7,7
2309,2459,2016,13,7,7,7.5,NA,7,7,7.5,7,-10,mac,7,7
2390,150,2016,13,-16,-16,-16,-16,-16.5,-16,-16.5,NA,19,acc,-16,-16
333,2,2016,13,-20.5,-20.5,-20.5,-21,-20.5,-20.5,-20.5,NA,18,sec,-20.5,-20.5
61,59,2016,13,-4.5,-4.5,-5,-4.5,-5,-4.5,-4.5,-5,-1,sec,-4.5,-4.5
2641,239,2016,13,-4,-4,-4,-4,-4.5,NA,-4,-4,19,big-12,-4,-4
66,277,2016,13,7,7.5,8,7.5,7,7,8,7.5,-30,big-12,7.5,7
70,6,2016,13,-6.5,-7,-7,-6.5,-6.5,-7,-7,-7,7,sun-belt,-7,-7
2294,158,2016,13,-3,-3,-3,-3,NA,-3,-3,-3,30,big-ten,-3,-3
77,356,2016,13,-16,-16.5,-16.5,-16,-16.5,-16.5,-16.5,NA,21,big-ten,-16.5,-16.5
84,2509,2016,13,NA,-21.5,-21.5,-21,NA,-21.5,-21.5,NA,2,big-ten,-21.5,-21.5
213,127,2016,13,-11.5,-11,-11,-11.5,-11.5,-11,-11,-11,33,big-ten,-11,-11
2439,2440,2016,13,-10,-9.5,-9.5,-10,-9.5,-9.5,-9.5,-10,-35,mwc,-9.5,-9.5
145,344,2016,13,-9.5,-10,-10,-10,-10,-10,-9.5,-10,-35,sec,-10,-10
153,152,2016,13,-9,-9.5,-9.5,-9,-9.5,-9.5,-9.5,-9.5,-7,acc,-9.5,-9.5
295,2229,2016,13,-14,-14,-14,-14,-14,-14,-14,-14,14,cusa,-14,-14
189,2084,2016,13,-11,-11,-11.5,-11,-10.5,-11.5,NA,-11.5,8,mac,-11,-11.5
275,135,2016,13,-14,-14,-14.5,-14,-14,-14.5,-14.5,-14.5,14,big-ten,-14.25,-14.5
120,164,2016,13,-15.5,-15.5,-16,-15.5,-15.5,-16,-16,-15.5,18,big-ten,-15.5,-15.5
194,130,2016,13,-3.5,-3.5,-3.5,-4,-4,-3.5,-3.5,-3.5,3,big-ten,-3.5,-3.5
