user,item,rating
2,2,1.0860926844351817
2,5,-0.4675078707573106
2,6,-0.28986417193213665
2,8,0.8594742363853902
2,9,-0.09886557947659458
2,12,-1.4862572116111703
2,13,-0.6497495373045812
2,16,-0.9435870981681695
2,21,0.2291667553743933
2,23,-0.3419200541563251
2,24,-0.5186637016623873
2,25,-2.6472612387051724
2,26,-1.84065128603708
2,30,-1.1552329883286212
2,36,2.0477074916263853
2,38,-0.8777200342014742
2,41,-0.2873150975034661
2,47,-0.5105045998062552
2,48,-0.3945320812550431
2,50,-1.2067025938911424
2,52,0.05608184773498781
2,55,-0.2393687944148879
2,57,0.5716999604263737
2,58,-0.2501882911198268
2,59,-1.0966975519170294
2,61,-3.5
2,62,-0.3938254818309792
2,66,-0.6451673398279278
2,68,-0.6350980050312033
2,70,-0.18887920637875352
2,77,-0.4057159705281712
2,79,-0.382953457152745
2,84,-0.4472988320398769
2,87,-0.0039189165824295965
2,93,-0.7465084551459286
2,96,-1.1171562415928984
2,97,0.3284104632921159
2,98,-0.2607445074407496
2,99,0.8622021471600851
2,103,-0.6161606173171671
2,113,-0.6480587993392785
2,119,-0.3890680423572949
2,120,0.006586395052569305
2,127,-0.043864840392351084
2,130,0.01420275496634035
2,135,0.02501822541830391
2,142,2.0
2,145,3.0
2,147,-0.2436553623629361
2,150,0.1590400247388466
2,151,-1.5802278287055196
2,152,-0.0586163040750709
2,153,-0.060664917572720925
2,154,-1.9425875071919825
2,158,0.17347173466351087
2,160,-0.14009390288003568
2,164,-0.4607586163506943
2,166,-0.4621277029925702
2,167,-0.7731506877664548
2,183,0.024806187557164242
2,189,0.10036346712471468
2,193,-0.3174735964511143
2,194,0.7206594627195061
2,195,-0.4680833756007768
2,197,0.2490211484722285
2,201,0.0130514040152222
2,202,-0.9043905213100504
2,204,-3.031079418345558
2,213,-0.20883693387816304
2,218,-0.9096504171588726
2,221,-0.1091969110065784
2,222,-0.34804618311145435
2,228,0.29490617203476777
2,231,0.2895645273283065
2,233,-0.6613615510987544
2,235,-0.4683561150487658
2,236,0.8049128527688045
2,238,0.6966028196904368
2,239,0.39532860198163533
2,242,0.03532672091649608
2,245,0.6082409545862265
2,248,-0.3656561512135345
2,249,-4.908862310878732
2,251,0.4964802630802405
2,252,0.06629748383639297
2,253,-0.3316008180029263
2,254,-1.8353442487339329
2,256,-0.06958449471369159
2,257,-0.5453154814434782
2,258,-0.9669473228807348
2,259,-0.4184307583129985
2,264,-0.2077040293993495
2,265,-14.0
2,275,-0.1975433442629784
2,276,-0.3306580131803034
2,277,-0.30695679472017456
2,278,0.07895788562649997
2,282,-0.4777187377757101
2,290,-0.6613012936190911
2,295,-1.3303396780725496
2,302,-0.4524923732807514
2,304,-1.0097243491559142
2,309,-0.6275579028405096
2,311,-0.08332736533761395
2,322,-0.3828818433282543
2,324,-0.4232510756390799
2,326,-0.8996958530650101
2,328,0.19277927302516734
2,331,-0.43064477198513657
2,333,10.25
2,344,-6.5
2,349,-0.13405341159643358
2,356,-0.07107364554212134
2,2005,-0.10837276325538653
2,2006,0.09840722850137662
2,2010,-1.2183070166767824
2,2011,-0.6380984868160744
2,2016,-0.963008311383817
2,2026,-0.9282560677667911
2,2029,-0.9049915230767436
2,2032,-10.5
2,2046,-1.0398767084705434
2,2050,0.2465130052927328
2,2065,-0.37960899210501203
2,2084,0.3527097036433803
2,2110,-0.3132891814920101
2,2116,-0.6227597657109292
2,2117,-0.16121586028868493
2,2127,-0.6497078408292094
2,2132,0.19600954805384666
2,2142,-0.5917623208532542
2,2197,-0.3248973502586205
2,2198,-0.9398697275226432
2,2199,-0.7707162089976831
2,2210,-1.0210732041004538
2,2226,-23.5
2,2229,-2.1679690777923937
2,2230,-0.3685734674812735
2,2241,-0.9746750828375056
2,2247,1.2942570914726612
2,2287,-0.3016783206435407
2,2294,0.14976166402583166
2,2296,-0.5918059504660029
2,2305,-0.2665978756788588
2,2306,-0.05216919314666632
2,2309,0.7324945935071361
2,2320,-0.9991704612413724
2,2335,-0.4757536372014032
2,2348,-0.6518842003401341
2,2377,-0.4757417619340718
2,2390,0.7987262044273225
2,2393,-7.947661162905412
2,2415,-0.7995695073776049
2,2426,-0.3132166754164024
2,2428,-0.7541653202158758
2,2433,-0.13020547598401455
2,2439,-0.07175855298200329
2,2440,-0.469145553159661
2,2447,-2.7347885619423287
2,2449,-0.29004870424161755
2,2450,-0.9397993988417552
2,2458,-0.6381773120516377
2,2459,-0.0648075691770914
2,2460,-0.2204033715256031
2,2464,-0.7077669115878533
2,2466,-0.8274421703533508
2,2483,-0.3125244273799003
2,2502,-0.7077722053841613
2,2504,-0.7193119513169957
2,2506,-0.8817961915227758
2,2509,-0.41619937818104574
2,2529,-0.1856734909315084
2,2534,-0.17231179826328402
2,2535,-1.120413284631302
2,2542,-1.4941065659696444
2,2545,-0.9398809100340241
2,2546,-1.148663563431167
2,2567,0.31689459137965875
2,2569,-1.1950809502703594
2,2571,-0.09417587219223336
2,2572,-1.1454426503743194
2,2579,-0.16860486623574722
2,2582,-0.9398282561693244
2,2617,-0.8237826437596957
2,2619,-0.2900449314248771
2,2623,-0.6149380194915791
2,2628,-0.10482794729922668
2,2630,-0.5376879894704699
2,2633,-0.6413927775022304
2,2634,-0.07887372730615477
2,2635,-1.0326577809804738
2,2636,-0.2780132807252239
2,2638,0.20587530980174085
2,2641,-0.09906108210267484
2,2643,-0.9398319091649906
2,2649,-0.005261296847230089
2,2653,-0.7582514142145504
2,2655,-0.3415181647300035
2,2678,-1.032626785249173
2,2681,-0.6845337359029976
2,2692,-0.7912653249515219
2,2710,-0.5001704878778576
2,2711,-0.26847270683335084
2,2717,-41.0
2,2729,-0.7310009392313093
2,2747,-0.6961105395728306
2,2751,0.24913777179599145
2,2754,-0.5221019750136284
2,2755,-1.1022403461259271
5,2,1.10986199444718
5,5,-0.017905833853127884
5,6,-0.15305878194425454
5,8,0.06927252975396005
5,9,0.0524683119410496
5,12,0.19527724771213206
5,13,-0.34437941992999604
5,16,-0.3602147147924029
5,21,1.5317920722251908
5,23,0.005627559831556073
5,24,0.17025752378713266
5,25,-0.19207368687282594
5,26,0.03197670132097191
5,30,0.2503037454410406
5,36,0.4039216424302852
5,38,-0.10833072708323542
5,41,-0.15745497842977668
5,47,-0.27058323643942905
5,48,-0.20908940558476596
5,50,-0.6395629251856312
5,52,0.3791965557473531
5,55,-0.0694312806437027
5,57,0.2375216179116341
5,58,-0.15271455411448426
5,59,0.10074895384855496
5,61,0.12765188671111818
5,62,-0.1600090198548067
5,66,-0.22421931345156315
5,68,0.03229870245186542
5,70,1.5469274540731446
5,77,-0.010579336178948887
5,79,-0.20294087994112492
5,84,-0.33476785250145336
5,87,0.059193689125520726
5,93,-0.4008633851937508
5,96,-0.12327177262227484
5,97,0.1811015720377437
5,98,-0.09046063273182013
5,99,0.2078454759644935
5,103,2.8622762358522884
5,113,-0.3314364356066343
5,119,-0.20626323297332305
5,120,-0.315763150966258
5,127,0.03261532119162358
5,130,0.0609696804778922
5,135,2.0743193795840487
5,142,0.07611036803094022
5,145,0.1946774517299593
5,147,-0.1291422496022715
5,150,-0.4831129004848511
5,151,0.09749512799243794
5,152,-0.567804143695066
5,153,-0.014802339527939424
5,154,0.09204072024648646
5,158,0.06610175716064827
5,160,-0.07886830505466783
5,164,-0.12768724058916006
5,166,-0.33235176522868204
5,167,-0.2948703153987728
5,183,-0.5515782485899255
5,189,-0.4253401499890668
5,193,0.037511279080148265
5,194,0.2667726851694455
5,195,-0.12173603705251737
