HomeID,VisID,Season,Week,Spread_Mirage,Spread_Pinnacle,Spread_Sportsbet,Spread_Westgate,Spread_Station,Spread_SIA,Spread_SBG,Spread_BetUS,target_margin,Conf,SpreadMed,SpreadMode
275,99,2016,1,13.0,12.5,12.5,12.5,12.5,12.5,12.5,13.0,2,big-ten,12.5,12.5
2,228,2016,1,9.0,7.5,9.5,9.0,9.0,9.0,9.5,8.5,-6,sec,9.0,9.0
2638,166,2016,1,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,16,cusa,-9.5,-9.5
195,326,2016,1,,-17.0,-17.5,-17.5,-18.0,,-17.5,,-2,mac,-17.5,-17.5
8,2348,2016,1,,-21.0,-21.0,-21.0,,-21.0,-21.0,,1,sec,-21.0,-21.0
245,26,2016,1,-4.5,-5.0,-5.0,-4.5,-4.0,-3.0,-5.0,-5.0,7,sec,-4.75,-5.0
9,2464,2016,1,,,-27.5,,,,-27.5,,31,pac-12,-27.5,-27.5
333,30,2016,1,-13.5,-13.5,-13.5,-13.0,-13.0,-13.5,-13.5,-13.5,46,sec,-13.5,-13.5
12,252,2016,1,1.0,1.0,1.5,1.0,1.0,1.5,1.5,1.5,-2,pac-12,1.25,1.0
202,23,2016,1,-3.5,-3.5,-3.5,-4.0,-4.5,-4.5,-3.5,-3.5,35,american,-3.5,-3.5
130,62,2016,1,,,-38.0,,,,-38.0,,60,big-ten,-38.0,-38.0
21,160,2016,1,,,-30.5,,,,-30.5,,31,mwc,-30.5,-30.5
135,204,2016,1,-13.0,-13.5,-13.5,-13.5,-13.0,-13.0,-13.5,-13.0,7,big-ten,-13.25,-13.5
24,2306,2016,1,-13.5,-12.5,-13.0,-13.5,-13.5,-12.0,-13.0,-13.0,13,pac-12,-13.0,-13.5
251,87,2016,1,3.5,3.5,3.0,3.5,4.0,4.0,3.0,3.5,3,big-12,3.5,3.5
158,278,2016,1,,,-29.0,,,,-29.0,,33,big-ten,-29.0,-29.0
38,36,2016,1,-7.0,-7.0,-7.0,-7.5,-7.5,-8.5,-7.0,-7.0,37,pac-12,-7.0,-7.0
41,311,2016,1,,,-27.5,,,,-27.5,,3,american,-27.5,-27.5
154,2655,2016,1,-14.0,-14.0,-14.5,-14.5,-14.0,-14.0,-14.5,-14.5,4,acc,-14.25,-14.5
57,113,2016,1,,,-35.0,,,,-35.0,,17,sec,-35.0,-35.0
277,142,2016,1,-9.5,-10.0,-10.0,-9.5,-9.5,-9.5,-10.0,-10.0,15,big-12,-9.75,-10.0
238,2579,2016,1,-5.0,-5.0,-5.0,-5.0,-5.5,-5.0,-5.0,-5.0,-3,sec,-5.0,-5.0
58,119,2016,1,,,-27.0,,,,-27.0,,36,american,-27.0,-27.0
2751,2459,2016,1,7.0,7.0,7.5,7.0,7.0,7.5,7.5,7.0,6,mwc,7.0,7.0
103,59,2016,1,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,-3,acc,3.0,3.0
103,59,2016,1,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,-3,acc,3.0,3.0
103,59,2016,1,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,-3,acc,3.0,3.0
103,59,2016,1,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,-3,acc,3.0,3.0
